404,application/json,0.001,0.002,0.063,0.063,0.000,0.921,0.921
200,application/json,1.287,1.290,1.355,1.355,0.000,2.229,2.229
200,application/json,0.002,0.005,0.067,0.067,0.000,0.839,0.839
200,application/json,0.001,0.004,0.075,0.075,0.000,0.900,0.901
200,application/json,0.001,0.002,0.069,0.069,0.000,0.933,0.933
200,application/json,0.001,0.003,0.065,0.065,0.000,1.392,1.392
200,application/json,0.001,0.004,0.070,0.070,0.000,0.918,0.918
200,application/json,0.001,0.134,0.197,0.197,0.000,1.095,1.095
200,application/json,0.001,0.004,0.068,0.068,0.000,0.932,0.932
200,application/json,0.001,0.004,0.068,0.068,0.000,1.016,1.017
200,application/json,0.001,0.002,0.063,0.063,0.000,0.859,0.859
200,application/json,0.001,0.005,0.071,0.071,0.000,0.799,0.799
200,application/json,0.001,0.002,0.072,0.072,0.000,0.955,0.955
200,application/json,0.001,0.003,0.066,0.066,0.000,0.960,0.960
200,application/json,0.001,0.003,0.066,0.066,0.000,0.965,0.965
200,application/json,0.001,0.003,0.068,0.068,0.000,0.806,0.806
200,application/json,0.001,0.003,0.066,0.066,0.000,0.863,0.863
200,application/json,0.001,0.004,0.078,0.078,0.000,0.994,0.994
200,application/json,0.001,0.002,0.064,0.064,0.000,0.942,0.942
200,application/json,0.001,0.003,0.073,0.073,0.000,1.006,1.006
200,application/json,0.001,0.003,0.066,0.066,0.000,0.991,0.991
200,application/json,0.001,0.004,0.068,0.068,0.000,1.045,1.045
200,application/json,0.001,0.003,0.065,0.065,0.000,0.921,0.921
200,application/json,0.001,0.002,0.063,0.063,0.000,0.949,0.949
200,application/json,0.001,0.003,0.065,0.065,0.000,0.826,0.826
200,application/json,0.001,0.003,0.066,0.066,0.000,0.901,0.901
200,application/json,0.001,0.005,0.073,0.073,0.000,0.819,0.819
200,application/json,0.001,0.003,0.078,0.078,0.000,0.861,0.861
200,application/json,0.001,0.004,0.070,0.070,0.000,0.941,0.941
200,application/json,0.001,0.004,0.256,0.256,0.000,1.200,1.200
200,application/json,0.001,0.004,0.069,0.069,0.000,1.154,1.154
200,application/json,0.001,0.003,0.071,0.071,0.000,0.958,0.958
200,application/json,0.001,0.005,0.072,0.072,0.000,0.908,0.908
200,application/json,0.001,0.002,0.062,0.062,0.000,1.028,1.028
200,application/json,0.047,0.049,0.114,0.114,0.000,0.903,0.903
200,application/json,0.001,0.003,0.066,0.066,0.000,0.936,0.936
200,application/json,0.001,0.004,0.069,0.069,0.000,0.944,0.944
200,application/json,0.009,0.011,0.077,0.077,0.000,0.974,0.974
200,application/json,0.001,0.005,0.071,0.071,0.000,0.918,0.918
200,application/json,0.001,0.003,0.076,0.076,0.000,0.921,0.921
200,application/json,0.001,0.003,0.069,0.069,0.000,0.896,0.896
200,application/json,0.001,0.003,0.068,0.068,0.000,0.973,0.973
200,application/json,0.001,0.004,0.069,0.069,0.000,0.823,0.823
200,application/json,0.001,0.003,0.066,0.066,0.000,0.978,0.978
200,application/json,0.001,0.005,0.071,0.071,0.000,0.966,0.966
200,application/json,0.001,0.003,0.066,0.066,0.000,0.933,0.933
200,application/json,0.001,0.005,0.071,0.071,0.000,0.942,0.942
200,application/json,0.001,0.002,0.062,0.062,0.000,0.849,0.849
200,application/json,0.001,0.003,0.065,0.065,0.000,0.893,0.893
200,application/json,0.001,0.003,0.071,0.071,0.000,0.844,0.844
200,application/json,0.001,0.004,0.069,0.069,0.000,0.834,0.834
200,application/json,0.001,0.002,0.070,0.070,0.000,0.939,0.939
200,application/json,0.002,0.004,0.067,0.067,0.000,0.994,0.994
200,application/json,0.001,0.004,0.070,0.070,0.000,0.801,0.801
200,application/json,0.001,0.003,0.065,0.065,0.000,0.948,0.948
200,application/json,0.001,0.003,0.066,0.066,0.000,0.852,0.852
200,application/json,0.001,0.005,0.072,0.072,0.000,0.929,0.929
200,application/json,0.001,0.003,0.066,0.066,0.000,0.964,0.964
200,application/json,0.001,0.004,0.070,0.070,0.000,0.866,0.866
200,application/json,0.001,0.003,0.067,0.067,0.000,0.850,0.850
200,application/json,0.001,0.005,0.074,0.074,0.000,0.907,0.907
200,application/json,0.001,0.003,0.070,0.070,0.000,0.817,0.817
200,application/json,0.001,0.004,0.069,0.069,0.000,0.952,0.952
200,application/json,0.001,0.003,0.069,0.069,0.000,0.867,0.867
200,application/json,0.001,0.004,0.069,0.069,0.000,1.033,1.033
200,application/json,0.001,0.004,0.068,0.068,0.000,0.886,0.886
200,application/json,0.001,0.004,0.070,0.070,0.000,0.881,0.881
200,application/json,0.001,0.003,0.066,0.066,0.000,0.805,0.805
200,application/json,0.001,0.004,0.068,0.068,0.000,0.846,0.846
200,application/json,0.001,0.004,0.068,0.068,0.000,1.168,1.168
200,application/json,0.001,0.003,0.077,0.077,0.000,0.872,0.873
200,application/json,0.001,0.004,0.068,0.068,0.000,0.960,0.960
200,application/json,0.001,0.004,0.070,0.070,0.000,1.014,1.014
200,application/json,0.001,0.002,0.066,0.066,0.000,0.837,0.837
200,application/json,0.001,0.004,0.069,0.069,0.000,0.782,0.782
200,application/json,0.001,0.002,0.063,0.063,0.000,0.775,0.775
200,application/json,0.001,0.003,0.066,0.066,0.000,0.840,0.840
200,application/json,0.001,0.004,0.073,0.073,0.000,0.955,0.955
200,application/json,0.001,0.003,0.072,0.072,0.000,0.932,0.932
200,application/json,0.001,0.082,0.150,0.150,0.000,1.168,1.168
200,application/json,0.001,0.005,0.075,0.075,0.000,0.930,0.930
200,application/json,0.001,0.002,0.063,0.063,0.000,0.817,0.817
200,application/json,0.001,0.003,0.066,0.066,0.000,1.094,1.094
200,application/json,0.001,0.004,0.068,0.068,0.000,0.906,0.906
200,application/json,0.003,0.007,0.075,0.075,0.000,0.992,0.992
200,application/json,0.001,0.003,0.065,0.065,0.000,0.853,0.853
200,application/json,0.001,0.004,0.068,0.068,0.000,0.979,0.979
200,application/json,0.001,0.002,0.063,0.063,0.000,0.855,0.855
200,application/json,0.001,0.004,0.068,0.068,0.000,0.969,0.969
200,application/json,1.290,1.293,1.357,1.357,0.000,2.103,2.103
200,application/json,0.001,0.004,0.068,0.068,0.000,1.205,1.205
200,application/json,0.001,0.003,0.066,0.066,0.000,1.912,1.912
200,application/json,0.049,0.051,0.113,0.113,0.000,0.847,0.847
200,application/json,0.001,0.005,0.072,0.072,0.000,0.846,0.846
200,application/json,0.001,0.003,0.065,0.065,0.000,1.016,1.016
200,application/json,0.001,0.003,0.065,0.065,0.000,1.111,1.111
200,application/json,0.001,0.005,0.072,0.072,0.000,0.800,0.800
200,application/json,0.001,0.002,0.063,0.063,0.000,0.913,0.913
200,application/json,0.001,0.004,0.068,0.068,0.000,0.861,0.861
200,application/json,0.001,0.004,0.072,0.072,0.000,0.933,0.933
200,application/json,0.001,0.004,0.069,0.069,0.000,0.925,0.925
200,application/json,0.001,0.003,0.066,0.066,0.000,0.868,0.868
200,application/json,0.001,0.004,0.068,0.068,0.000,0.801,0.801
200,application/json,0.001,0.003,0.066,0.066,0.000,0.852,0.852
200,application/json,0.001,0.004,0.068,0.068,0.000,0.883,0.883
200,application/json,0.001,0.003,0.068,0.068,0.000,0.935,0.935
200,application/json,0.001,0.003,0.094,0.094,0.000,0.856,0.856
200,application/json,0.001,0.003,0.066,0.066,0.000,0.967,0.967
200,application/json,0.001,0.005,0.071,0.071,0.000,0.864,0.864
200,application/json,0.001,0.002,0.064,0.064,0.000,0.803,0.803
200,application/json,0.015,0.020,0.086,0.086,0.000,0.886,0.886
200,application/json,0.001,0.003,0.065,0.065,0.000,0.875,0.875
200,application/json,0.001,0.003,0.066,0.066,0.000,0.810,0.810
200,application/json,0.045,0.047,0.110,0.110,0.000,0.965,0.965
200,application/json,0.001,0.006,0.073,0.073,0.000,0.824,0.824
200,application/json,0.001,0.002,0.064,0.064,0.000,0.901,0.901
200,application/json,0.001,0.004,0.069,0.069,0.000,0.826,0.826
200,application/json,0.001,0.003,0.076,0.076,0.000,0.952,0.952
200,application/json,0.001,0.003,0.068,0.068,0.000,0.920,0.920
200,application/json,0.001,0.003,0.067,0.067,0.000,0.984,0.984
200,application/json,0.001,0.004,0.070,0.070,0.000,0.987,0.987
200,application/json,0.001,0.003,0.066,0.066,0.000,0.831,0.831
200,application/json,0.001,0.005,0.071,0.071,0.000,0.884,0.884
200,application/json,0.052,0.054,0.117,0.117,0.000,1.021,1.021
200,application/json,0.001,0.004,0.066,0.066,0.000,0.952,0.952
200,application/json,0.001,0.003,0.067,0.067,0.000,0.940,0.940
200,application/json,0.001,0.004,0.069,0.069,0.000,0.894,0.894
200,application/json,0.001,0.004,0.074,0.074,0.000,0.839,0.839
200,application/json,0.001,0.005,0.072,0.072,0.000,0.956,0.956
200,application/json,0.001,0.003,0.065,0.065,0.000,0.876,0.876
200,application/json,0.001,0.003,0.066,0.066,0.000,0.905,0.905
200,application/json,0.001,0.004,0.069,0.069,0.000,0.779,0.779
200,application/json,0.001,0.005,0.072,0.072,0.000,0.866,0.866
200,application/json,0.001,0.005,0.071,0.071,0.000,0.987,0.987
